text,label
i get over them and when little bad things happen they blow away so quickly i really do feel that my life is charmed and that i was born under some magical mystical star,1
i feel like sometimes its grip in my hands is not as supportive as it could be,2
i feel all funny inside,5
i arrived or else i would have been all dressed up with nowhere to go not to mention feeling very foolish to boot,0
i don t feel physically lethargic and i m hitting my paces okay when i want to,0
i want feeling like doing much so was really shocked that by the end of the day i had been really productive,5
i began to feel pretty impressed with myself,5
i need to do things a certain way otherwise i end up feeling lost,0
i learned so much about a small part of a big world that i feel so isolated from and ignorant about by living in the us,0
i have been feeling so overwhelmed and busy with school and everything else so taking a break from the norm to do a little relaxation and shopping was just the ticket i needed,5
i calmed down and instead of feeling anger at my situation i started to embrace it get curious be grateful for it,5
i confessed to all my earlier flapping and said she thought my flat had a wonderful tranquil feel that would benefit a lot of troubled children,0
i thought i was your franc e but i can t help but feel as though i m some dirty little secret,0
i feel it is most funny dance video i ever seen in my life,5
i was able to offer words that help and let her know what days hurt the most what feelings surprised me or did not,5
